aeque	tibi sunt aeque noti ac mihi	they are equally well-known to you as to me
aequo	aliquem caelo laudibus aequare	to make someone equal to the sky with praises
aequor	vastum maris aequor	the vast surface of the sea
aequus	aequam memento rebus in arduis servare mentem	be sure to preserve a level mind in adverse circumstances
aequus	praetor aequus et sapiens	a fair and wise leader
aequus	oculis aspicere aequis	to behold with favorable eyes
aer	Anaximenes aera deum statuit	Anaximenes postulated that the air was a god
aerius	aerias carpere vias	to traverse the airy ways
aes	aes alienum	debt
aestas	aestate ineunte	with summer beginning
aestimo	aliquid unius assis aestimare	to value something at one cent
aestus	delphines aestum secabant	dolphins were cutting the surf
aestus	solis aestus	the heat from the sun
aetas	a prima aetate	from youth
aetas	reliqua aetas	the rest of life
aetas	aurea aetas	the golden age
aeternus	Roma aeterna	eternal Rome
aether	Iuppiter aethere summo despicit	Juppiter looks down from the highest air
aevum	in omne aevum	for all time
aevum	aevum omne et breve et fragile est	every life is brief and fleeting
affectus	diversos affectus exprimere, flentis et gaudentis	to express contrary feelings: to cry and to rejoice
affero	epistulam ad aliquem afferre	to bring a letter to someone
affero	crebri rumores afferuntur	numerous rumors are reported
affero	alicui mortem afferre	to cause someone’s death
afficio	aliquem laetitia afficere	to make someone joyful
afficio	eum magna difficultate afficiebat	he was influencing him with great difficulty
age	age, perge, quaeso!	come, continue, please!
ago	praedam prae se agere	to drive plunder before oneself
ago	vitam agere	to spend life
ago	tua res agitur	your matter is in question
ago	animus semper appetit aliquid agere	the soul always attempts to do something
ago	agebant cum eo ut de ea mente desisteret	they were trying to persuade him to abandon his way of thinking
aggredior	his praecepit omnes mortales pecunia aggrediantur	he instructed these ones to influence all mortals with money
aggredior	ea de re disserere aggredior	I am beginning to discuss this matter
agito	res multum agitata	a matter much engaged in
agmen	agmen magis quam acies	a column more than a line of battle
agnosco	deos agnosco	I recognize the gods
agnosco	aliquem ducem agnoscere	to recognize someone as leader
agnus	inter audaces lupus errat agnos	a wolf wanders among reckless lambs
agrestis	vita agrestis	country living
agrestis	animus agrestis ac durus	an uncultured and rough mind
ait	ut aiunt	as they say
ala	praefectus alae	the commander of the cavalry
alo	filiae eius publice aluntur	his daughters are being raised at the public expense
alo	civitatem alere	to support the state
ales	equus ales	a winged horse
alienus	aes alienum	another’s money, debt
alienus	homines alienissimi	complete strangers
alienus	alieno tempore	at an unfavorable time
alioqui	milites tantum defuerunt; alioqui magnificus triumphus fuit	only the soldiers were wanting; in other respects it was a splendid triumphal procession
aliquando	erit aliquando ille dies	at some time that day will come
aliquis	aliquis dixerit	someone might say
aliquis	si quis quid rumore acceperit	if someone has understood something from the rumor
aliter	non aliter quam si ruat omnis Carthago	not in another way than if all Carthage came to ruin
alius	illi sunt alio ingenio atque (ac) tu	those ones have a different dispositon than you
alius	alius ... alius	the one … the other
alius	alius alio fugit	some flee in one direction, others in another
almus	almae nutricis blanda loquella	the coaxing speech of the nourishing nurse
alter	altera ex duabus legionibus	one of the two legions
alter	primus, alter, tertius	first, second, third
amo	nihil est tam angusti animi quam amare divitias	nothing is so narrow minded as loving wealth
amarus	sermo amarus	an offending speech
ambitio	per ambitionem probos se simulaverunt	through the campaign they make themselves like excellent men
amicitia	in amicitiam populi Romani venire	to come into an alliance with the Roman people
amitto	duce amisso exercitus dilapsus est	with the leader lost, the army dispersed
amnis	rapidus amnis	a rapid river
amor	difficile est longum subito deponere amorem	it is hard to end an enduring passion suddenly
amplector	genua amplectens effatur talia supplex	clinging to his knees as a suppliant, he spoke forth such things
amplector	nox tellurem amplectitur	night embraces the land
amplus	amplissimo genere natus	a son from the grandest stock
amplus	nihil amplius dixit	he said nothing more
an	dicam huic an non dicam?	shall I speak to him or shall I not?
an	nescio an hoc futurum sit	I know not whether this will be
anguis	latet anguis in herba	a snake lurks in the grass
angustus	nihil est tam angusti animi quam amare divitias	nothing is so narrow minded as loving wealth
anima	animam ducere	to draw in breath
anima	animus est quo sapimus, anima qua vivimus	through the animus we are wise, we live through the soul
animadverto	institueras animadvertere in eos	you had decided to punish them
animal	animal providum et sagax homo est	man is a prudent and wise being
animal	rationi nullum animal obtemperat	no animal obeys reason
animus	credo deos immortales sparsisse animos in corpora humana	I believe that the immortal gods have distributed souls in human bodies
animus	difficile est animum perducere ad contemptionem animae	it is hard to bring a man's mind to scorn his life
animus	plebis animum oratione accendit	he inflamed the passion of the masses with his speech
animus	ea res multum animis eorum addidit	this affair added much to their courage
annus	ineunte anno	at the beginning of the year
ante	multis annis ante	in many years before
ante	Hannibal ante portas!	Hannibal stands before the gates!
antiquus	antiquissimis temporibus	in the earliest times
anxius	anxius animi	anxious in the heart
aperio	portam aperite	open the gate
aperio	occulta quaedam et quasi involuta aperuit	he revealed certain hidden and, as it were, complicated things
apertus	invidia in occulto, adulatio in aperto erant 	ill-will was in hiding, flattery in the open
apis	apes insidunt floribus	bees settle on the flowers
appareo	apparent rari nantes in gurgite vasto	here and there swimmers appear in the vast whirlpool
apparet	servum hunc domini pauperis esse apparet	it is clear that the servant belongs to a poor master
appello	milites benigne appellavit	he addressed the soldiers kindly
appeto	animus semper appetit aliquid agere	the soul always attempts to do something
appeto	alieni appetens	desirous of another’s property
appono	lumen in mensa appositum	a lamp set on the table
aptus	quod tuae aetati est aptissimum	that which is most appropriate for your age
apud	sedere apud aliquem	to sit beside someone
aqua	Thales aquam dixit esse initium rerum	Thales said that water was the first principle of substances
ara	pro aris et focis pugnare	to fight on behalf of the altars and hearths
arbitrium	sui arbitrii esse	to be one’s own boss
arbitror	ut ego arbitror	as I see it
arbor	nullam sacra vite prius severis arborem	you must plant no tree before the sacred vine
arceo	aliquem aditu arcere	to prevent someone from entering
arcesso	Gallos auxilio arcessivit	he summoned the Gauls for aid
arcus	non semper tendit arcum Apollo	Apollo does not always stretch his bow
ardeo	tua res agitur paries cum proximus ardet	your property is disturbed when a neighboring wall is on fire
ardeo	omnes ardebant ad ulciscendum	all were burning to take vengence
arduus	aequam memento rebus in arduis servare mentem	be sure to preserve a level mind in adverse circumstances
arena	aestu miscentur arenae	the sands are stirred up by the waves
argutus	dicta argutissima	very pointed words
aridus	lignum aridum	dry wood
arma	arma inferre	to begin a war
arma	arma navis	the tackle of a ship
armatus	armati	soldiers
arrigo	arrectis auribus adstant	they stand with their ears upright
arripio	tempus arripere	to seize the opportunity
ars	Ennius ingenio maximus, arte rudis erat	Ennius was the greatest in talent, but he was unpolished in technique
ars	ars ea quam Graeci philosophiam vocant	that art which the Greeks call philosophy
ars	ars rhetorica	the art of rhetoric
artus	somnus fessos artus complectitur	sleep enfolds their wearied limbs
arvum	arva laeta	fertile land
arx	arcem Capitolii insidebant	they were occupying the citadel of the Capitol
asper	loca aspera et montuosa	harsh and mountainous regions
asper	opinione asperius	more difficult than expected
aspernor	amicitiam alicuius aspernari	to spurn someone’s friendship
aspicio	Iuppiter haec oculis aspicit aequis	Jupiter does not behold these things with impartial eyes
assequor	si Romae es, iam me assequi non potes	if you are in Rome, you can no longer reach me
assequor	omnes honores assecutus est	he has obtained all public honors
assiduus	sidera assiduo sunt omnia motu	the stars are all in continuous motion
astrum	sic itur ad astra	thus one obtains immortality
ater	dies Cannensis dies ater	the day of Cannae is a black day
atqui	o rem difficilem et inexplicabilem! Atqui explicanda est.	o difficult and inexplicable matter! But yet it must be explained.
atrox	atrox ingenium	a horrible character
atrox	proelium atrox	fierce fighting
attingo	ut primum forum attigi	when I first applied myself to public affairs
auctor	auctor generis	the founder of a race
auctor	auctor belli	the instigator of war
auctor	auctor rerum	author, writer, historian
auctoritas	plus apud me antiquorum auctoritas valet	the authority of the ancients carries more weight with me
auctoritas	patrum auctoritate	with the sanction of the senate
audacia	una in audacia spes salutis est	the only hope for safety lies in courage
audeo	locuti magis quam ausi sunt tantum facinus	they were talking about such a crime more than venturing to do it
audio	non eum querentem quisquam audivit	no one ever heard him complaining
audio	saepe hoc maiores natu dicere audivi	I often heard the elders say this
augeo	periculum in dies augetur	danger is increased day by day
aura	dum flavit velis aura secunda meis	so long as a favorable wind blew for my sails
aureus	aurea aetas	the golden age
auris	arrectis auribus adstant	they stand with their ears upright
auspicium	non omnes habent auspicium magistratus	all magistrates do not have the right of taking auspices
auspicium	bona auspicia augur rettulit	the augur reported good omens
auspicium	ductu Germanici, auspiciis Tiberii	under the command of Germanicus, but under the control of Tiberius
aut	aut vincemus aut moriemur	we shall either prevail or die
auxilium	auxilio esse amico	to help a friend
auxilium	auxilia regis nullo ordine iter fecerant	the auxiliary troops of the king had made the journey in no formation
axis	paene curru excussus est axe diffracto	he was almost flung from the chariot because when axle was broken
axis	mundus versatur circum axem caeli	the earth is turned around the axis of the sky
barbarus	homines feri atque barbari	savage and uncivilized men
beatus	beatus ille qui procul negotiis...	that man is fortunate who is far from toils
beneficium	tua beneficia erga me	your kindnesses to me
beneficium	hoc nihil beneficium est, debellare superbos et parcere subiectis	This is no kindness, to make war on the haughty and be sparing to subjects
benignus	fortuna nunc mihi nunc alii benigna	at one time fortune is kind to me, at another time, to others
bestia	quid interest inter hominem et bestiam?	what lies between man and beast?
bibo	nunc est bibendum	now is the time to drink
bis	bis terque	several times
blandus	almae nutricis blanda loquella	the coaxing speech of the nourishing nurse
bonus	omnia mea bona	all my possessions
bracchium	bracchio sinistro scutum miles tenet	a soldier holds his shield with his left arm
brevi	brevi post Romam rediit	a short time later he returned to Rome
brevis	via brevis	a short cut
brevis	breve tempus aetatis	the short span of life
cacumen	cacumen collis acutum	sharp summit of a hill
cado	praecipites cadunt in aquam	they fall headlong into the water
cado	multi in hac acie ceciderunt	many men perished on this battle-line
caecus	Appius Claudius, cui cognomen Caeco fuit	Appius Claudius, whose surname was Blind
caedo	silvas caedere Caesar instituit	Caesar began to cut down the woods
caedo	ille dies quo Tiberius Gracchus est caesus	that is the day on which Tiberius Gracchus was murdered
caedes	caedes inde, non iam pugna fuit	after that it was no longer a battle, but slaughter
caelestis	numen caeleste	divine power
caelestis	in numerum caelestium adscitus est	he has been received into the number of the gods
caelum	mare et terrae et quod tegit omnia caelum	the sea and the lands and the sky which touches all things
caelum	caelum bonum	good weather
campus	Campus Martius	the Field of Mars
candidus	toga candida	toga worn by candidates for office
candidus	candidus et pulcher puer	a splendid and hansome boy
cano	arma virumque cano	I sing of arms and a man
cano	si non vana canunt mea somnia	si non vana canunt mea somnia
canis	cave canem!	beware of dog!
cantus	avium citharaeque cantus	the song of birds and the lyre
capio	arma capere	to take up arms
capio	castra hostium capere	to seize the enemy camp
capio	amore captus	enamoured
capillus	capilli compositi	dressed hair
captivus	naves captivae	captured ships
caput	capita Rheni	the mouth of the Rhine
caput	poena capitis	capital punishment
caput	pro capite atque arce Italiae, urbe Romana	on behalf of the capital and the citadel of Italy, Rome
careo	complures dies frumento milites caruerunt	for several days the soldiers went without corn
carina	quattuor carinas ex omni classe delegit	he chose four ships from the entire fleet
carmen	Salios per urbem ire canentes carmina iussit	he ordered the Salii to go through the city singing songs
carpo	recentes flores carpsit	he gathered fresh flowers
carpo	aerias carpere vias	to traverse the airy ways
carus	paucis carior fides quam pecunia fuit	for a few men loyalty was more dear than money
castellum	agros vastat, multa castella et oppida capit	he lays waste to the fields, and seizes many forts and towns
castra	castra bina muniri iussit	he ordered that the two camps be fortified
castus	ea femina matronarum castissima putabatur	that woman was considered the most pure of the matrons
castus	erat homo castus atque integer	he was an upright and incorruptible man
casus	celsae graviore casu decidunt turres	high towers fall harder
casus	propter incertos casus mors cotidie imminet nobis	on account of uncertain events, death threatens us daily
casus	ibi casu erat rex Ptolemaeus	by chance King Ptolemaeus was there
causa	Orgetorigem ex vinculis causam dicere coegerunt	they forced Orgetorix to plead his case in chains
causa	oppugnatio Sagunti causa belli Punici secundi fuit	the assault of Saguntum started the second Punic War
causa	dictator dictus est comitiorum causa	a dictator was appointed for the sake of the elections
caveo	cave canem!	beware of dog!
caveo	cavit ne qua nova consilia orirentur	he took care lest any revolutionary plans arise
cavus	cava trabe currimus aequor	we hasten on the sea in a hollow ship
cedo	Thesea cedentem celeri cum classe videt	he sees Theseus departing with his swift fleet
cedo	maiorum natu auctoritati cessit	he yielded to the authority of the elders
celo	scelus dominum celare cupio	I desire to hide the crime from my master
celebro	Graeci Cyrum laudibus celebrant	The Greeks were honoring Cyrus with praise
celebro	Antonius ludos Apollinares celebravit	Antonius celebrated the games of Apollo
celer	manu arcum celeresque sagittas tenet	he holds a bow and swift arrows in his hand
celsus	stabat celsa in puppi	he was standing on the lofty stern
cena	bonam atque magnam cenam paravit	he prepared a good, large meal
censeo	ceterum censeo Carthaginem esse delendam	furthermore I believe that Carthage must be destroyed
censeo	censuerant patres ut praetor scriberet consuli	the senators had decreed that the praetor write to the consul
censor	censor penes quem iudicium senatorum de dignitate est	the censor in whose power rests judgement about the senators’ merit
cera	nomen rettulit in ceras	he entered the name onto the writing tablet
cerno	prima luce hostium acies cernebatur	the battle-line of the enemy was seen at dawn
certamen	ita vario certamine pugnatum est	thus it was fought with varied success
certo	de principatu certavimus armis	we fought with arms for sovereignty
certo	odio in Romanos certaverunt	they competed for superiority in ill-will against Rome
certe	vir certe fuit dignus tanta gloria	he was a man certainly worthy of such glory
certe	aut falsa aut certe obscura opinio	a conjecture either false or at least unclear
certus	ad has suspiciones certissimae res accedunt	very well-established facts add to these suspicions
cervix	gladius impendebat cervici	a sword was hanging over his neck
cesso	saepe bona materia cessat sine artifice	often without a craftsman good material lies unused
cesso	quid mori cessas?	why do you hesitate to die?
ceterum	ceterum censeo Carthaginem esse delendam	furthermore I believe that Carthage must be destroyed
ceterus	Haeduos ceterosque amicos populi Romani defendit	he defended the Haedui and the other friends of the Roman people
ceu	mater ad auditas stupuit ceu saxea voces	at hearing the words, the mother was struck senseless as a rock
cibus	cibus in artus diditur omnes	food is distributed into all limbs
cieo	aere civit viros	he put the men in motion with a bronze trumpet
cieo	bella cient	they bring about wars
cingo	Albam Longam muris cinxit	he surrounded Alba Longa with walls
cingo	comam lauro cinctus erat	his head was encircled with a laurel-crown
cinis	oro te per cinerem fratris tui mortui	I beseech you by the ashes of your dead brother
circa	circa Hennam lacus lucique sunt plurimi	in the neighborhood of Henna there are many pools and groves
circa	pueri et matres paventes longo ordine stant circum	the children and mothers stand round trembling in a long train
circumdo	templum muro circumdederunt	they enclosed the temple with a wall
circumdo	cervici eius bracchia circumdedit	he put his arms around his neck
circumfundo	circumfundimur densis armis	we are surrounded by closely packed weapons
circumvenio	cohortem a tergo circurmveniunt	they surround the cohort from behind
civitas	timore perculsa erat civitas	the state had been overcome by fear
civitas	toti Italiae civitatem pollicitus est	He promised citizenship to all of Italy
clades	luxuria et ignavia rei publicae cladi sunt	extravagance and cowardice are fatal for a republic
clamor	signa canunt et tollitur clamor	they sound the signals and a din is raised
clarus	clara voce facta patefecit	he disclosed the deeds with a clear voice
clarus	luce sunt clariora tua consilia	your plans are clearer in the light
clarus	Hippocrates clarus arte medicinae	Hippocrates, distinguished in the art of medicine
claudo	aures clauserat ad doctissimas voces	he had closed his ears toward the most learned opinions
coepi	pontem instituere coeperunt	they began to construct a bridge
coepi	pons institui coeptus est	the bridge began to be built
coerceo	is amnis nullis ripis coercitus est	that stream has not been confined within any banks
coerceo	vix iram coercebat	he was barely controlling his anger
coetus	nox nefarios coetus obscuravit	the night concealed their wicked meetings
cogo	exercitus magnasque copias coegerat	he had gathered an army and many troops
cogo	Orgetorigem ex vinculis causam dicere coegerunt	they forced Orgetorix to plead his case in chains
cogito	caedem principis et res novas cogitat	he contemplates the murder of the leader and revolution
cognitio	cognitionem iuris consequi cupio	I desire to attain knowledge of justice
cognitio	cognitio rerum capitalium	investigation of capital cases
cognosco	milites naturam montis cognoverunt	the soldiers have become acquainted with the nature of the mountain
cognosco	Pomponius de adventu eius cognovit	Pomponius learned of his arrival
cohibeo	se domi maestus cohibuit	since he was sad, he stayed at home
cohibeo	cohibere motus animi turbatos	to restrain the disorderly impulses of the heart
cohors	duae cohortes ad id ipsum instructae	two cohorts arranged for this very purpose
cohortor	cohortatus est ut fortiter pugnarent	he encouraged them to fight bravely
collis	cacumen collis acutum	sharp summit of a hill
colo	agros coluerunt	they cultivated the fields
colo	memoriam alicuius colere	to honor someone’s memory
colo	hos deos colere debemus	we ought to worship these gods
colonia	Capuam coloniam deducere conatus est	he tried to lead out a colony to Capua
color	pudore rex colorem mutavit	the king changed color in shame
coma	vere redeunt arboribus comae	in the spring leaves return to the trees
comes	comitemne sororem sprevisti moriens?	have you spurned your sister as a companion in death?
comitor	meum iter comitatus est	he accompanied me on my journey
commeatus	praesidia commeatus nostros tuentur	escorts watch over our convoys
commeatus	inimicos commeatu prohibemus	we cut off our enemies from their supplies
committo	cum equitatu Helvetiorum proelium commiserunt	they joined battle with the cavalry of the Helvetii
committo	exquisivit numquid scelus commissum esset	he examined if a crime had been committed
committo	his consulibus salutem nostram committamus	let us entrust our welfare to these consuls
commodum	commoda sunt in vita et incommoda	in life there are advantages and disadvantages
commodus	nulla lex satis commoda omnibus est	no law is sufficiently suitable for all
communis	omnia cum amica communia habet	he shares all things with his mistress
commuto	captivos commutare	to exchange captives
comparo	et se mihi comparet Aiax?	and Ajax would compare himself to me?
comparo	ea, quae ad proficiscendum pertinebant, comparaverunt	they procured those things which were necessary for their departure
comperio	per exploratores consilia hostium comperit 	through the spies he discovered the plans of the enemy
complector	mediam mulierem complectitur	he embraced his wife around her middle
complector	aliquid cogitatione et mente complecti	to understand something by thinking
compleo	sol terras larga luce complevit	the sun fills up the lands with abundant light
complures	complures hostium necati sunt	many of the enemies have been killed
compono	si parva licet componere magnis	if it is permitted to compare small things with great things
compono	litteras ad aliquem componere	to compose a letter to someone
compono	omnes controversiae componuntur	all disputes are being settled
comprehendo	eadem mente res dissimillimas comprehendimus	with the very same reasoning we comprehend dissimilar things
conor	pontem reficere conatus est	he tried to repair the bridge
conor	ei ut idem conaretur persuasit	he persuaded him to try the same thing
concedo	concessit vita	he has died
concedo	Caesar mihi concedit ut absim	Caesar allows me to be absent
concido	ingestis vulneribus concidit	he succumbed to the dealt wounds
concipio	cuncto concepit corpore flammam	his entire body caught fire
concipio	concipere animo potes quam simus fatigati?	are you able to imagine how tired we are?
concordia	concordia res parvae crescunt	small things grow large by union
concurro	ad arma milites concurrunt	the soldiers rush to arms
concutio	terra ingenti motu concussa est	the land was convulsed by a huge earthquake
condemno	condemnatus est iniuriarum	he is condemned due to his unjust acts
condemno	capitis hominem innocentem condemnaverunt	they have condemned an innocent man to death
condo	ab urbe condita	since the founding of the city
condo	se deserto in litore condunt	they hid themselves on a deserted beach
condicio	his condicionibus pax composita est	peace was arranged under these conditions
condicio	quae condiciones sunt amico meo?	how are things for my friend?
confero	impedimenta in unum locum contulerunt	they brought the baggage together in one place
confero	manum cum hoste conferunt	they fight with the enemy
confero	tempora praesentia temporibus praeteritis confert	he compares the present with the past
confero	se Romam contulit	he travelled to Rome
conficio	cursus annuos conficit sol	the sun completes annual courses
conficio	nihil est quod non conficiat vetustas	there is nothing which old age does not ruin
confido	sibi confisi ex porta prodire ausi sunt	full of confidence, they dared to go out from the gate
confirmo	amicitiam confirmant	they strengthened their friendship, or they became firm friends
conicio	in vincula eum coniecerant	they had put him in chains
conicio	cito conieci Lanuvii te fuisse	I quickly guessed that you were in Lanuvium
coniungo	consuetudine coniuncti inter nos sumus	we are bound by intimacy
coniunx	in somnis inhumati venit imago coniugis	the image of my unburied husband appears in my dreams
conscientia	asciscunt eum in conscientiam	they made him complicit in the crime
conscientia	conscientia suae infirmitatis	awareness of one’s own weakness
conscius	interficiendi Agrippae conscius erat	he was privy to the assassination of Agrippa
conscius	sibi nullius culpae conscius esse	to find no faults in oneself
conscribo	cohortes veteranas conscripsit	he enlisted veteran cohorts
conscribo	conscripsit qui esset optimus rei publicae status	he described what state was best for the republic
consensus	omnium consensu	by the assent of all
consequor	consecutus est me usque ad fores	he followed me all the way to the door
consequor	aliquem in itinere consequi	to catch up with someone en route
consequor	amplissimos honores consecutus est	he has achieved the highest honors
consido	positis sedibus consederunt	they sat down on the seats that had been set down
consilium	consiliis nocturnis adesse	to be present at nocturnal deliberations
consilium	impetu magis quam consilio	on an impulse more than with deliberation
consilium	consilium cepi ut ante lucem exirem	I decided to go forth before daylight
consisto	ire modo ocius, modo consistere	to go rather quickly at one moment, to stand still at another
conspectus	dare se in conspectum alicui	to come into someone’s range of sight
conspicio	eos ex nave egredientes conspexerunt	they saw them disembarking from the ship
constituo	hominem ante pedes Manilii constituunt	they placed the man before Manilius’ feet
constituo	pretium frumento constituere	to fix the price for grain
constituo	his rebus constitutis	with these things decided
consto	numerus legionum constat	the number of legions remains constant
consto	eis non satis constabat, quid agerent	they were not very sure what they would do
consuesco	in Brittanniam navigare consueverunt	they were used to sailing into Brittannia
consuetudo	non est meae consuetudinis rationem reddere	it is not my habit to render an account
consuetudo	consuetudine coniuncti inter nos sumus	we are bound by intimacy
consul	Cornelio Cosso Asinio Agrippa consulibus	during the consulate of Cornelius Cossus and Asinius Agrippa
consularis	aetas consularis	the minimum age for the office of consul (43)
consularis	egregios consules habemus, sed turpissimos consulares	we have distinguished consuls, but very shameful former consuls
consulo	bello confecto de Rhodiis consultum est	after the war the affairs of the Rhodians were considered
consulo	Apollinem de re consuluerunt	they consulted Apollo about the issue
consulo	qui parti civium consulunt, partem neglegunt	he who has regard for a portion of the citizens neglects another part
consumo	bona paterna consumpsit	he has exhausted his father’s possessions
consumo	pecunia in agrorum emptionibus consumpta est	the money has been spent on purchases of fields
contemno	aliorum iudicia contemnit	he attaches no value to the judgements of others
contendo	summa vi contendebant	they were straining with the greatest force
contendo	in provinciam contendit	he hurried to the province
contendo	magis virtute quam dolo contendebant	they were fighting with courage more than with trickery
contineo	vicus altissimis montibus undique continetur	the village is surrounded by very high mountains
contingit	non cuivis homini contingit adire Corinthum	not everyone happens to go to Corinth
contio	advocare populum in contionem	to summon the people into the meeting
contra	reliqui contra consistere non audebant	the remaining men did not dare to stand firm in opposition
contra	quae me amat, quam ego contra amo	she loves me, whom I in return love
contra	Carthago contra Italiam est	Carthago lies opposite Italy
contra	pugnare contra patriam	to fight against one’s fatherland
contrarius	in contrarias partes fluere	to flow in opposite directions
convello	simulacrum Cereris convellendum curavit	he took care of tearing away the image of Ceres
convello	caede Messalinae convulsa principis domus est	the court was severely shaken by the murder of Messalina
convenio	erat edictum Pompei ut omnes convenirent	there was an edict from Pompeius for all to meet
convenio	non modo inter patres, sed ne inter consules quidem ipsos conveniebat	not only among the senators, but also among the consuls themselves there was no agreement
converto	video in me omnium vestrum oculos esse conversos	I see that all of your eyes are turned on me
converto	hac oratione habita conversae sunt omnium mentes	since this speech was held, everyone has changed their mind
coorior	tum subito tempestates sunt coortae	then suddenly the storms arose
copia	abundare debet orator exemplorum copia	an orator ought to have a plentiful supply of examples
copia	mihi copiam dederunt fandi	they gave me an opportunity to speak
copia	copias in aciem instruere	to marshal troops on the battle line
cor	tibi magnopere cordi est, mihi vehementer displicet	it is very pleasing to you, but it is strongly displeasing to me
cornu	cornu dextro vel sinistro	on the right or left wing
corona	corona civica	the civic crown, award for saving the life of a fellow-citizen
corpus	credo deos immortales sparsisse animos in corpora humana	I believe that the immortal gods have distributed souls in human bodies
corripio	corripit hastam et iacit	he snatches the spear and throws it
corripio	morte subita correpti sunt	they were torn away by sudden death
corrumpo	frumentum incendio corruperunt	they destroyed the grain with fire
corrumpo	aliquem pecunia corrumpere	to bribe someone with money
creo	effeta tellus vix animalia parva creat	the exhausted earth produced the small animals with difficulty
creo	consulum utique alter ex plebe creatur	at least one consul is elected from the plebeians
credo	virtuti militum credidit	he believed in the courage of his soldiers
credo	vitam et fortunam alicui credere	to entrust one’s life and fortune to someone
cresco	potentia paucorum paulatim crevit	the power of a few men grew gradually
crines	crinibus passis	with hair let loose
crudelis	heu, Fortuna, quis deus te crudelior?	ah, Fortuna, what divinity is crueler than you?
cruentus	sanguine fraterno cruentus	stained with the blood of his brother
cruor	fluxit in terram Remi cruor	the blood of Remus flowed into the ground
culpa	culpam transtulit in alios	he transferred the blame onto others
cultus	cultu levi atque capite intecto	with light dress and an uncovered head
cultus	Belgae a cultu atque humanitate provinciae longissime absunt	The Belgae are the furthest removed from the life style and culture of the province
cum...tum	consilia cum patriae tum sibi inimica cepit	he adopted policies unfavorable both to the fatherland and to himself
cum	cum clamore et tumultu	with clamor and commotion
cum	cenas hodie mecum	today you dine with me
cum	dies haud multi intervenerant, cum venerunt legati	not very many days had passed since the ambassadors arrived
cum	quidam vivere tunc incipiunt, cum desinendum est	some begin to live at the time when they must stop
